"Foods","Calories","Carbs","Fat","Protein","Cholest","Sodium","Sugars","Fiber","Day","Meal"
"Bagel - Bagel, 1 bagel (98 g)",245,48,2,10,0,430,6,4,2017-05-22,"Lunch"
"Opa - Tzaziki, 2 Tbsp",45,3,3,2,0,200,3,0,2017-05-22,"Lunch"
"Bulletproof coffee (12.5g), 0.5 serving(s)",113,0,13,0,0,0,0,0,2017-05-23,"Breakfast"
"Provamel - Chocolate Soy milk, 250 ml",168,20,6,9,0,0,20,3,2017-05-23,"Breakfast"
"Sweet Potato, 1 cup (133 g)",114,27,0,2,0,73,6,4,2017-05-23,"Lunch"
"Mayonnaise - Mayonnaise, 1 tbsp",90,2,10,1,0,0,0,0,2017-05-23,"Lunch"
"Getranke - Wein, Rot, 200 ml",170,5,0,0,0,10,4,0,2017-05-23,"Lunch"
"migros - kalbs leber tranchen, 225 g",293,10,9,43,0,0,2,0,2017-05-23,"Dinner"
"Legumes Frais - Champignons Blanc (Cuits/sautes), 100 g",26,4,0,4,0,12,0,2,2017-05-23,"Dinner"
"Almond - Almond, 20 grams",115,4,10,4,0,0,1,2,2017-05-23,"Snacks"
"Organic Raw Cashews - Raw Cashews, 0.8 oz.",120,6,10,4,6,0,2,1,2017-05-23,"Snacks"
"Trek - Cocoa Oat Protein Flapjack, 1 bar (50g)",227,22,11,9,0,200,14,2,2017-05-23,"Training"
"Bulletproof coffee (12.5g), 0.5 serving(s)",113,0,13,0,0,0,0,0,2017-05-24,"Breakfast"
"Arla (Netto) - Skyr Natur, 125 g",79,5,0,14,0,68,5,0,2017-05-24,"Breakfast"
"Blueberries - Raw, 0.35 cup",29,7,0,0,0,1,5,1,2017-05-24,"Breakfast"
"Strawberries - Raw, 1 cup, halves",49,12,0,1,0,2,7,3,2017-05-24,"Breakfast"
"Rasberries - Rasberries, 0.5 cup",33,8,0,1,0,1,3,4,2017-05-24,"Breakfast"
"Honey - Raw, 1.5 Tbsp",96,26,0,0,0,2,26,0,2017-05-24,"Breakfast"
"Milram - Muritzer, 30 Gram (1 Scheibe)",114,0,10,6,0,0,0,0,2017-05-24,"Breakfast"
"Lachs - Lachs, 125 g",286,0,20,25,0,0,0,0,2017-05-24,"Lunch"
"Della - White Basmati Rice - Cooked, 1 cup",205,45,0,4,0,0,0,0,2017-05-24,"Lunch"
"soia tenera - edamen, 100 grammo",122,5,5,14,0,0,0,0,2017-05-24,"Lunch"
"Iga - Beef - Filet Mignon, 225 gram",357,0,17,48,143,119,0,0,2017-05-24,"Dinner"
"Asparagus - Asparagus, 186 g",50,8,0,6,0,0,4,4,2017-05-24,"Dinner"
"Brot - Ciabatta, 125 g",306,62,1,10,0,675,0,0,2017-05-24,"Snacks"
"Oil - Olive, 2 tablespoon",239,0,27,0,0,1,0,0,2017-05-24,"Snacks"
"Trek - Cocoa Oat Protein Flapjack, 1 bar (50g)",227,22,11,9,0,200,14,2,2017-05-24,"Training"
"FitRabbit - NO-Booster (richtig), 85 ml",95,20,0,3,0,0,20,0,2017-05-24,"Training"
"Generation Ucan - Tropical Orange Superstarch (Tub), 0.8 scoop (25g)",64,16,0,0,0,104,0,0,2017-05-24,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-05-24,"Training"
"Generation Ucan - Chocolate (Tub), 0.8 SCOOP (30g)",88,14,1,6,0,102,1,1,2017-05-24,"Training"
"Arla (Netto) - Skyr Natur, 125 g",79,5,0,14,0,68,5,0,2017-05-25,"Breakfast"
"Strawberries - Raw, 1 cup, halves",49,12,0,1,0,2,7,3,2017-05-25,"Breakfast"
"Rasberries - Rasberries, 0.5 cup",33,8,0,1,0,1,3,4,2017-05-25,"Breakfast"
"Honey - Raw, 1.5 Tbsp",96,26,0,0,0,2,26,0,2017-05-25,"Breakfast"
"Blueberries - Raw, 0.45 cup",37,9,0,0,0,1,6,2,2017-05-25,"Breakfast"
"hofgut storzeln - soja drink vanille, 350 g",207,21,7,13,0,0,21,2,2017-05-25,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-05-25,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-05-25,"Lunch"
"Mayonnaise - Mayonnaise, 1 tbsp",90,2,10,1,0,0,0,0,2017-05-25,"Lunch"
"A Grilled - Chicken Breast, 60 g",101,0,7,27,31,265,0,0,2017-05-25,"Lunch"
"Egg - Egg, 1 large",72,0,5,6,186,71,0,0,2017-05-25,"Lunch"
"Milram - Muritzer, 60 Gram (1 Scheibe)",228,0,20,13,0,0,0,0,2017-05-25,"Lunch"
"Bacon Slice - Bacon, 1 slices",80,0,5,2,3,105,0,0,2017-05-25,"Lunch"
"Generic - echine De Porc, 150 g",386,0,32,42,0,88,0,0,2017-05-25,"Dinner"
"Waitrose - Ratte Potatoes, 200 g",158,34,0,4,0,20,1,5,2017-05-25,"Dinner"
"Susses - Kugel Eis, 75 g (Kugel)",155,21,12,4,0,0,0,0,2017-05-25,"Snacks"
"Blueberries - Raw, 0.45 cup",37,9,0,0,0,1,6,2,2017-05-26,"Breakfast"
"Honey - Raw, 1.5 Tbsp",96,26,0,0,0,2,26,0,2017-05-26,"Breakfast"
"Strawberries - Raw, 1 cup, halves",49,12,0,1,0,2,7,3,2017-05-26,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-05-26,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-05-26,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-05-26,"Breakfast"
"Arla (Netto) - Skyr Natur, 100 g",63,4,0,11,0,54,4,0,2017-05-26,"Breakfast"
"Milram - Muritzer, 30 Gram (1 Scheibe)",114,0,10,6,0,0,0,0,2017-05-26,"Breakfast"
"Salad - Romain and Green Leaf, 2 cups",15,2,0,1,0,10,2,0,2017-05-26,"Lunch"
"Chicken - Leg, meat only, cooked, roasted, 140 g",267,0,12,38,132,127,0,0,2017-05-26,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-05-26,"Lunch"
"Schar - Spaghetti - Gluten-free, 100 g",363,78,2,8,0,280,4,2,2017-05-26,"Dinner"
"Generic - Homemade Bolognese Sauce, 1 cup",240,5,0,30,0,292,4,0,2017-05-26,"Dinner"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 30 g",172,7,15,2,0,0,0,0,2017-05-26,"Snacks"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-05-26,"Snacks"
"Maranatha - Almond Butter Smooth, 2 tbsp",190,7,16,7,0,0,1,4,2017-05-26,"Snacks"
"Milram - Muritzer, 30 Gram (1 Scheibe)",114,0,10,6,0,0,0,0,2017-05-27,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-05-27,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-05-27,"Breakfast"
"Timea - Avocado, 1 Medium Avocado (150g)",170,15,26,3,0,14,0,12,2017-05-27,"Breakfast"
"Salad - Romain and Green Leaf, 2 cups",15,2,0,1,0,10,2,0,2017-05-27,"Lunch"
"Chicken - Leg, meat only, cooked, roasted, 140 g",267,0,12,38,132,127,0,0,2017-05-27,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-05-27,"Lunch"
"Homemade - Vegan Apple Banana Muffin, 0.75 muffin",165,41,5,3,0,93,9,6,2017-05-27,"Snacks"
"Trek - Original Oat Protein Flapjack, 50 g",217,21,10,10,0,200,12,2,2017-05-27,"Training"
"Peanut Warrior, 1 serving(s)",421,52,14,19,0,271,33,7,2017-05-28,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-05-28,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-05-28,"Breakfast"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-05-28,"Lunch"
"Egg - Egg, 2 large",143,1,10,13,372,142,0,0,2017-05-28,"Lunch"
"Kerrygold - Cheddar Cheese, 24g Slice = 96 Cal, 2 slice, 24g",192,0,15,12,0,0,0,0,2017-05-28,"Lunch"
"Peppers, sweet, red, raw, 2 cup, chopped",92,18,1,3,0,12,13,6,2017-05-28,"Dinner"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-05-28,"Dinner"
"Getranke - Wein, Rot, 350 ml",298,9,0,0,0,18,7,0,2017-05-28,"Dinner"
"Schar - Meisterbackers Vital, 64 gram",170,24,6,3,0,0,0,0,2017-05-28,"Dinner"
"Wegmans - Cashew Butter, 2 Tablespoons",180,8,16,5,0,0,0,1,2017-05-28,"Dinner"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-05-28,"Snacks"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 30 g",172,7,15,2,0,0,0,0,2017-05-28,"Snacks"
"Le Pain des fleurs - tartine, 8 tartine",112,16,0,0,0,0,0,0,2017-05-28,"Snacks"
"hofgut storzeln - soja drink vanille, 350 g",207,21,7,13,0,0,21,2,2017-05-29,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-05-29,"Breakfast"
"Smoked - Salmon, 120 g",204,1,12,28,0,576,0,0,2017-05-29,"Breakfast"
"Planet Organic - Paleonola caramel apple pie, 65 g",358,24,24,10,0,0,13,6,2017-05-30,"Breakfast"
"hofgut storzeln - soja drink vanille, 350 g",207,21,7,13,0,0,21,2,2017-05-30,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-05-30,"Breakfast"
"Custom - Avocado, 0.5 avocado",116,1,7,2,0,4,0,4,2017-05-30,"Lunch"
"Chiqui - Banana, 25.2 g",22,6,0,0,0,0,4,1,2017-05-30,"Lunch"
"Generic - Datte, 1 piece",23,6,0,0,0,0,5,1,2017-05-30,"Lunch"
"Wawa - Summer Berry Salad, 0.8 salad",216,23,10,6,12,448,18,2,2017-05-30,"Lunch"
"Bbq Grilled Salmon - Grilled Salmon, 200 gram",326,0,10,59,0,0,0,0,2017-05-30,"Dinner"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-05-30,"Dinner"
"Bacon Slice - Bacon, 2 slices",160,0,10,3,5,210,0,0,2017-05-30,"Dinner"
"Frischer - Lachs, 130 g",234,0,15,26,0,0,0,0,2017-05-30,"Snacks"
"Alghe - Alghe Wakame, 1 cup",75,12,2,1,0,0,4,0,2017-05-30,"Snacks"
"Organic Raw Cashews - Raw Cashews, 0.8 oz.",120,6,10,4,6,0,2,1,2017-05-30,"Snacks"
"Almond - Almond, 20 grams",115,4,10,4,0,0,1,2,2017-05-30,"Snacks"
"Chiqui - Banana, 126 g",110,30,0,1,0,0,19,3,2017-05-31,"Breakfast"
"Timea - Avocado, 0.8 Medium Avocado (150g)",136,12,21,2,0,11,0,10,2017-05-31,"Breakfast"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-05-31,"Breakfast"
"Generic - Datte, 1 piece",23,6,0,0,0,0,5,1,2017-05-31,"Breakfast"
"Planet Organic - Paleonola caramel apple pie, 65 g",358,24,24,10,0,0,13,6,2017-05-31,"Breakfast"
"hofgut storzeln - soja drink vanille, 100 g",59,6,2,4,0,0,6,1,2017-05-31,"Breakfast"
"Cooked - Sweet Potato, 150 g",135,31,0,3,0,54,10,5,2017-05-31,"Lunch"
"Usda - Egg, 2 egg (50g)",142,1,10,12,422,140,1,0,2017-05-31,"Lunch"
"Spinat - Spinat Frisch, 100 g",25,4,0,3,0,0,0,2,2017-05-31,"Lunch"
"Bacon Slice - Bacon, 3 slices",240,0,15,5,8,315,0,0,2017-05-31,"Lunch"
"Balik - Salmon Tartar, 200 g",464,2,33,42,73,0,0,0,2017-05-31,"Dinner"
"Getranke - Wein, Rot, 300 ml",255,8,0,0,0,15,6,0,2017-05-31,"Dinner"
"Asparagus - Asparagus, 186 g",50,8,0,6,0,0,4,4,2017-05-31,"Dinner"
"Coconut Bliss - Dark Chocolate Bar, 1 Bar",160,16,11,1,0,25,12,1,2017-05-31,"Snacks"
"Trek - Cocoa Oat Protein Flapjack, 1 bar (50g)",227,22,11,9,0,200,14,2,2017-05-31,"Training"
"FitRabbit - NO-Booster (richtig), 85 ml",95,20,0,3,0,0,20,0,2017-05-31,"Training"
"Bulletproof coffee (12.5g), 0.5 serving(s)",113,0,13,0,0,0,0,0,2017-05-31,"Training"
"Generation Ucan - Tropical Orange Superstarch (Tub), 0.8 scoop (25g)",64,16,0,0,0,104,0,0,2017-05-31,"Training"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-06-01,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-06-01,"Breakfast"
"Planet Organic - Paleonola caramel apple pie, 60 g",331,22,22,9,0,0,12,6,2017-06-01,"Breakfast"
"Chicken - Leg, meat only, cooked, roasted, 140 g",267,0,12,38,132,127,0,0,2017-06-01,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-06-01,"Lunch"
"Mommy - Roasted Veggie Mix, 2 bowl",160,0,0,0,0,0,0,0,2017-06-01,"Lunch"
"Asparagus - Asparagus, 186 g",50,8,0,6,0,0,4,4,2017-06-01,"Dinner"
"Maitre   Coq - Merguez, 180 g",432,5,34,25,0,0,0,0,2017-06-01,"Dinner"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-06-01,"Snacks"
"Bulletproof coffee (12.5g), 0.5 serving(s)",113,0,13,0,0,0,0,0,2017-06-02,"Breakfast"
"Kroger - Atlantic Salmon, 150 gram",212,0,13,20,53,57,0,0,2017-06-02,"Breakfast"
"Cooked - Sweet Potato, 110 g",99,23,0,2,0,40,7,4,2017-06-02,"Breakfast"
"Kroger - Atlantic Salmon, 200 gram",282,0,18,27,71,76,0,0,2017-06-02,"Lunch"
"Aladdin - Mixed Green Salad, 2.5 oz",11,2,0,1,0,7,2,1,2017-06-02,"Lunch"
"Homemade - Fresh Veggie Juice, 16 ounces",247,58,2,7,0,168,0,0,2017-06-02,"Lunch"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-06-02,"Lunch"
"Maitre   Coq - Merguez, 120 g",288,4,23,17,0,0,0,0,2017-06-02,"Dinner"
"Asparagus - Asparagus, 186 g",50,8,0,6,0,0,4,4,2017-06-02,"Dinner"
"Getranke - Wein, Rot, 300 ml",255,8,0,0,0,15,6,0,2017-06-02,"Dinner"
"Kroger - Atlantic Salmon, 150 gram",212,0,13,20,53,57,0,0,2017-06-02,"Dinner"
"Butter - Butter, 1 tsp",35,0,4,0,13,30,0,0,2017-06-02,"Dinner"
"Organic Raw Cashews - Raw Cashews, 0.8 oz.",120,6,10,4,6,0,2,1,2017-06-02,"Snacks"
"Almond - Almond, 20 grams",115,4,10,4,0,0,1,2,2017-06-02,"Snacks"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-06-03,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-06-03,"Breakfast"
"Tim Bacon - Bacon, 3 slices (54g)",345,0,11,8,30,450,0,0,2017-06-03,"Breakfast"
"Home - Duck Breast - Culvers, 3 (oz) Roasted",150,3,6,20,110,110,2,0,2017-06-03,"Lunch"
"Usda - Egg, 1 egg (50g)",71,1,5,6,211,70,1,0,2017-06-03,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-06-03,"Lunch"
"Custom - Avocado, 0.5 avocado",116,1,7,2,0,4,0,4,2017-06-03,"Lunch"
"Brot - Weizenmischbrot, 45 g",107,24,0,3,0,0,0,0,2017-06-03,"Lunch"
"Butter - Butter, 0.5 tablespoon",53,0,6,0,19,45,0,0,2017-06-03,"Lunch"
"Fresh & Easy - Raw Almonds, 0.1 oz",17,1,1,1,0,0,0,0,2017-06-03,"Lunch"
"Aladdin - Mixed Green Salad, 2.5 oz",11,2,0,1,0,7,2,1,2017-06-03,"Lunch"
"Ken's Ranch Salad Dressing - Salad Dressing, 1 fluid ounce",140,2,15,0,10,290,1,0,2017-06-03,"Lunch"
"Maitre   Coq - Merguez, 180 g",432,5,34,25,0,0,0,0,2017-06-03,"Dinner"
"Asparagus - Asparagus, 186 g",50,8,0,6,0,0,4,4,2017-06-03,"Dinner"
"Getranke - Wein, Rot, 300 ml",255,8,0,0,0,15,6,0,2017-06-03,"Dinner"
"Trek - Cocoa Oat Protein Flapjack, 1 bar (50g)",227,22,11,9,0,200,14,2,2017-06-03,"Training"
"Generation Ucan - Tropical Orange Superstarch (Tub), 0.8 scoop (25g)",64,16,0,0,0,104,0,0,2017-06-03,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-06-03,"Training"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-06-04,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-06-04,"Breakfast"
"Planet Organic - Paleonola caramel apple pie, 60 g",331,22,22,9,0,0,12,6,2017-06-04,"Breakfast"
"Quinoa - Cooked Quinoa, 1 cup (185 g)",223,39,4,8,0,13,2,5,2017-06-04,"Lunch"
"A Grilled - Chicken Breast, 120 g",203,0,14,55,62,530,0,0,2017-06-04,"Lunch"
"Gemuse - Rote Beete, 100 g",41,8,0,2,0,58,6,3,2017-06-04,"Lunch"
"W. Brandenburg - Rinder-Hack, 200 g",440,0,32,38,0,0,0,0,2017-06-04,"Dinner"
"Bacon Slice - Bacon, 2 slices",160,0,10,3,5,210,0,0,2017-06-04,"Dinner"
"Getranke - Wein, Rot, 300 ml",255,8,0,0,0,15,6,0,2017-06-04,"Dinner"
"Planet Organic - Paleonola caramel apple pie, 70 g",386,26,26,11,0,0,14,7,2017-06-05,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-06-05,"Breakfast"
"hofgut storzeln - soja drink vanille, 300 g",177,18,6,11,0,0,18,2,2017-06-05,"Breakfast"
"Aldi - Spinat, 100 g",49,3,3,2,0,0,1,2,2017-06-05,"Lunch"
"Primal Energy - Mct Oil, 30 ml",270,0,30,0,0,0,0,0,2017-06-05,"Lunch"
"Mollusks, oyster, Pacific, raw, 7 medium",284,17,8,33,175,371,0,0,2017-06-05,"Dinner"
"Chicken Breast - Roasted - Chicken Breast, 160 g",315,0,13,48,134,114,0,0,2017-06-05,"Dinner"
"Organic Raw Cashews - Raw Cashews, 1 oz.",150,8,12,5,8,0,2,1,2017-06-05,"Snacks"
"Almond - Almond, 30 grams",173,7,15,6,0,0,1,4,2017-06-05,"Snacks"
"hofgut storzeln - soja drink vanille, 300 g",177,18,6,11,0,0,18,2,2017-06-06,"Breakfast"
"Planet Organic - Paleonola caramel apple pie, 70 g",386,26,26,11,0,0,14,7,2017-06-06,"Breakfast"
"Bon Appetit - Chicken Roulade, 1 Portion (1/4 Recipe)",426,5,19,52,0,643,7,0,2017-06-06,"Lunch"
"Outtakes - Green Salad, 1 cup",138,10,10,3,0,200,2,1,2017-06-06,"Lunch"
"Iga - Beef - Filet Mignon, 225 gram",357,0,17,48,143,119,0,0,2017-06-06,"Dinner"
"Carrots, raw, 2 cup chopped",105,25,1,2,0,177,12,7,2017-06-06,"Dinner"
"Almond - Almond, 30 grams",173,7,15,6,0,0,1,4,2017-06-06,"Snacks"
"Organic Raw Cashews - Raw Cashews, 1 oz.",150,8,12,5,8,0,2,1,2017-06-06,"Snacks"
"Fresh Vegetable Juice - Fresh Vegetable Juice: Carrot, Celery, Parsley, 2 cup",180,0,0,0,0,0,0,0,2017-06-06,"Snacks"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-06-06,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 13.5 grams",45,10,0,2,0,75,7,0,2017-06-06,"Training"
"Bulletproof coffee (12.5g), 1 serving(s)",226,0,25,0,0,0,0,0,2017-06-07,"Breakfast"
"Mayonnaise - Mayonnaise, 1 tbsp",90,2,10,1,0,0,0,0,2017-06-07,"Lunch"
"Sweet Potato, 1 cup (133 g)",114,27,0,2,0,73,6,4,2017-06-07,"Lunch"
"Bacon Slice - Bacon, 3 slices",240,0,15,5,8,315,0,0,2017-06-07,"Lunch"
"Mayonnaise - Mayonnaise, 1 tbsp",90,2,10,1,0,0,0,0,2017-06-07,"Lunch"
"Chicken Breast - Roasted - Chicken Breast, 120 g",236,0,10,36,101,85,0,0,2017-06-07,"Dinner"
"Brocoli - Steamed Brocoli, 1 Cup",70,10,1,4,0,49,3,4,2017-06-07,"Dinner"
"Almond - Almond, 30 grams",173,7,15,6,0,0,1,4,2017-06-07,"Snacks"
"Organic Raw Cashews - Raw Cashews, 1 oz.",150,8,12,5,8,0,2,1,2017-06-07,"Snacks"
"Trek - Cocoa Oat Protein Flapjack, 1 bar (50g)",227,22,11,9,0,200,14,2,2017-06-07,"Training"
"Generation Ucan - Tropical Orange Superstarch (Tub), 1 scoop (25g)",80,20,0,0,0,130,0,0,2017-06-07,"Training"
"FitRabbit - NO-Booster (richtig), 85 ml",95,20,0,3,0,0,20,0,2017-06-07,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 13.5 grams",45,10,0,2,0,75,7,0,2017-06-07,"Training"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-06-07,"Training"
"Eat Performance Muffin, 1.5 serving(s)",532,30,38,13,327,107,27,7,2017-06-08,"Breakfast"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-06-08,"Breakfast"
"A Grilled - Chicken Breast, 135 g",228,0,16,61,70,596,0,0,2017-06-08,"Lunch"
"Oil - Olive, 1.5 tablespoon",179,0,20,0,0,1,0,0,2017-06-08,"Lunch"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 30 g",172,7,15,2,0,0,0,0,2017-06-08,"Snacks"
"Almond - Almond, 30 grams",173,7,15,6,0,0,1,4,2017-06-08,"Snacks"
"hofgut storzeln - soja drink vanille, 200 g",118,12,4,7,0,0,12,1,2017-06-09,"Breakfast"
"Eat Performance Muffin, 1 serving(s)",355,20,26,9,218,71,18,5,2017-06-09,"Breakfast"
"Oil - Olive, 1.5 tablespoon",179,0,20,0,0,1,0,0,2017-06-09,"Lunch"
"A Grilled - Chicken Breast, 115 g",194,0,13,52,60,508,0,0,2017-06-09,"Lunch"
"Wagyu burger - Burger, 1 Burger",303,1,25,18,0,0,0,0,2017-06-09,"Dinner"
"Cooked - Sweet Potato, 150 g",135,31,0,3,0,54,10,5,2017-06-09,"Dinner"
"Brocoli - Steamed Brocoli, 2 Cup",140,20,1,8,0,98,5,8,2017-06-09,"Dinner"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 30 g",172,7,15,2,0,0,0,0,2017-06-09,"Snacks"
"Almond - Almond, 30 grams",173,7,15,6,0,0,1,4,2017-06-09,"Snacks"
"Organic Raw Cashews - Raw Cashews, 1 oz.",150,8,12,5,8,0,2,1,2017-06-09,"Snacks"
"Primal State - Primal Collagen (100% Reines Kollagen Protein Aus Weidehaltung), 15 g",53,0,0,13,0,0,1,0,2017-06-09,"Training"
"Vega - Recovery Accelerator - Tropical (Usa), 13.5 grams",45,10,0,2,0,75,7,0,2017-06-09,"Training"
"hofgut storzeln - soja drink vanille, 350 g",207,21,7,13,0,0,21,2,2017-06-10,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-06-10,"Breakfast"
"Timea - Avocado, 0.8 Medium Avocado (150g)",136,12,21,2,0,11,0,10,2017-06-10,"Breakfast"
"Smitten Kitchen - Ratatouille's Ratatouille, 1/6 Batch",102,12,2,2,0,0,0,0,2017-06-10,"Lunch"
"Kartofel - Kartofel, 100 g",82,18,0,1,0,0,0,0,2017-06-10,"Lunch"
"Snapper - Red Snapper-steamed/baked, 6 oz (113.4g)",218,0,3,44,80,97,0,0,2017-06-10,"Lunch"
"Generic - echine De Porc, 150 g",386,0,32,42,0,88,0,0,2017-06-10,"Dinner"
"Focaccia - Bread, 2 slices",200,39,2,6,0,320,0,1,2017-06-10,"Dinner"
"Kerrygold - Cheddar herzhaft (Scheibe 21 g), 30 g",118,0,10,8,0,1,0,0,2017-06-10,"Dinner"
"Organic Raw Cashews - Raw Cashews, 1 oz.",150,8,12,5,8,0,2,1,2017-06-10,"Snacks"
"Naturata - Dark Chocolate Panama 80% Cocoa - cokolada, 30 g",172,7,15,2,0,0,0,0,2017-06-10,"Snacks"
"hofgut storzeln - soja drink vanille, 350 g",207,21,7,13,0,0,21,2,2017-06-11,"Breakfast"
"Koko Diary Free - Original Calcium, 250 ml",68,5,5,1,0,0,4,0,2017-06-11,"Breakfast"
"Chiqui - Banana, 126 g",110,30,0,1,0,0,19,3,2017-06-11,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-06-11,"Breakfast"
"Peanut butter - Reduced sodium, 1.5 tbsp",152,5,12,6,0,49,2,2,2017-06-11,"Breakfast"
"Catarina - Tunfischfilet, 65 g",115,0,8,20,0,0,0,0,2017-06-11,"Lunch"
"Oil - Olive, 1 tablespoon",119,0,14,0,0,0,0,0,2017-06-11,"Lunch"
"Usda - Egg, 1 egg (50g)",71,1,5,6,211,70,1,0,2017-06-11,"Lunch"
"Organic Raw Cashews - Raw Cashews, 1 oz.",150,8,12,5,8,0,2,1,2017-06-11,"Snacks"
"Almond - Almond, 30 grams",173,7,15,6,0,0,1,4,2017-06-11,"Snacks"
"Generic - Water Melon Seedless, 1 cup",23,6,1,0,0,1,5,0,2017-06-11,"Snacks"
"hofgut storzeln - soja drink vanille, 350 g",207,21,7,13,0,0,21,2,2017-06-12,"Breakfast"
"Egg - Egg, 2 large egg (50g)",140,0,10,12,370,140,0,0,2017-06-12,"Breakfast"
"Cooked - Sweet Potato, 110 g",99,23,0,2,0,40,7,4,2017-06-12,"Breakfast"
"Carne - Salsiccia, 75 g",260,0,23,11,57,548,0,0,2017-06-12,"Breakfast"
"A Grilled - Chicken Breast, 115 g",194,0,13,52,60,508,0,0,2017-06-12,"Lunch"
"Raw - Zuchini, 300 g",51,9,1,4,0,24,8,3,2017-06-12,"Lunch"
"Almond - Almond, 30 grams",173,7,15,6,0,0,1,4,2017-06-12,"Snacks"
"Organic Raw Cashews - Raw Cashews, 1 oz.",150,8,12,5,8,0,2,1,2017-06-12,"Snacks"
"hofgut storzeln - soja drink vanille, 180 g",106,11,4,6,0,0,11,1,2017-06-13,"Breakfast"
"Primal Energy - Mct Oil, 15 ml",135,0,15,0,0,0,0,0,2017-06-13,"Breakfast"
"Koko Diary Free - Original Calcium, 250 ml",68,5,5,1,0,0,4,0,2017-06-13,"Breakfast"
"Chiqui - Banana, 126 g",110,30,0,1,0,0,19,3,2017-06-13,"Breakfast"
"Sunwarrior - Classic Protein - Vanilla, 21 g",80,4,0,15,0,55,1,2,2017-06-13,"Breakfast"
"Mangos - Raw, 0.65 cup, sliced",70,18,0,1,0,2,16,2,2017-06-13,"Breakfast"
